INSERT into tentor (id_tentor, alamat_tentor, nama_tentor, tanggal_t) VALUES
('639065','bougenville','joko','2010-12-31'),
('871572','flamboyan','fajar','2023-08-13'),
('447610','sakura','utami','2015-09-11'),
('596574','melati','utami','2018-12-10'),
('459304','sakura','budi','2024-09-14'),
('394949','lily','indah','2018-05-21'),
('601400','bougenville','rudi','2010-03-09'),
('131712','teratai','gita','2011-02-01'),
('426280','sakura','vina','2019-02-13'),
('511215','lily','joko','2017-07-05'),
('365147','kenanga','utami','2014-02-06'),
('859703','flamboyan','sari','2011-02-04'),
('517911','bougenville','budi','2010-09-24'),
('583773','flamboyan','utami','2010-12-05'),
('946340','melati','citra','2014-12-10'),
('502829','anggrek','citra','2019-01-01'),
('808260','kenanga','utami','2024-10-08'),
('815690','flamboyan','wawan','2013-04-05'),
('457968','lily','citra','2011-10-27'),
('073027','flamboyan','citra','2011-01-18'),
('323116','cempaka','indah','2016-11-13'),
('389623','sakura','budi','2024-01-24'),
('288292','melati','ayu','2018-06-10'),
('639772','anggrek','wawan','2011-11-02'),
('546442','melati','tono','2015-12-12'),
('395708','cempaka','lia','2024-08-26'),
('323036','bougenville','budi','2011-06-07'),
('467762','lily','utami','2021-05-13'),
('302878','mawar','lia','2012-02-15'),
('581410','lily','dewi','2011-09-22'),
('170181','sakura','nanda','2016-04-04'),
('468104','lily','nanda','2022-09-13'),
('082991','sakura','mira','2014-03-20'),
('228395','anggrek','vina','2011-12-09'),
('660908','melati','dewi','2012-04-13'),
('030073','bougenville','eka','2012-09-09'),
('622343','teratai','wawan','2010-12-10'),
('791784','anggrek','joko','2012-02-15'),
('250303','bougenville','indah','2015-09-22'),
('459435','lily','sari','2017-01-16'),
('976542','teratai','dewi','2011-07-08'),
('401770','teratai','mira','2024-03-20'),
('601847','anggrek','vina','2013-10-29'),
('874222','teratai','dewi','2011-01-03'),
('755183','anggrek','wawan','2012-06-20'),
('247636','anggrek','citra','2016-02-23'),
('708637','bougenville','utami','2017-07-16'),
('337657','flamboyan','rudi','2022-09-26'),
('128526','sakura','dewi','2017-12-03'),
('644404','teratai','wawan','2012-09-02'),
('285859','flamboyan','tono','2010-10-30'),
('151859','teratai','budi','2022-02-23'),
('536418','anggrek','mira','2011-09-28'),
('501681','bougenville','vina','2013-10-25'),
('897492','teratai','citra','2019-09-12'),
('775501','flamboyan','wawan','2025-07-29'),
('568581','teratai','vina','2011-09-20'),
('979634','mawar','dewi','2023-08-06'),
('820846','lily','dewi','2023-10-25'),
('054790','lily','gita','2017-09-02'),
('861793','anggrek','fajar','2023-02-12'),
('593851','sakura','indah','2022-10-10'),
('483676','sakura','fajar','2018-03-30'),
('760110','cempaka','fajar','2013-07-31'),
('001607','lily','budi','2010-06-06'),
('501610','teratai','utami','2016-11-17'),
('161080','cempaka','gita','2023-08-17'),
('570576','lily','tono','2020-07-03'),
('046940','sakura','tono','2022-02-18'),
('304223','bougenville','dewi','2017-08-04'),
('051945','sakura','dewi','2015-07-11'),
('022085','lily','utami','2014-01-10'),
('826050','lily','sari','2014-12-22'),
('991000','teratai','eka','2011-09-25'),
('294797','teratai','dewi','2022-03-12'),
('580844','kenanga','sari','2020-07-06'),
('601156','melati','wawan','2025-11-23'),
('623870','sakura','budi','2020-02-04'),
('039430','melati','wawan','2019-01-20'),
('082241','bougenville','joko','2012-02-29'),
('266587','flamboyan','utami','2024-01-22'),
('721851','flamboyan','kartika','2019-08-09'),
('627840','anggrek','hendra','2010-08-08'),
('732802','bougenville','kartika','2021-03-10'),
('481182','sakura','indah','2014-01-31'),
('681903','flamboyan','tono','2014-01-02'),
('483070','sakura','lia','2014-07-18'),
('916760','melati','fajar','2011-03-26'),
('558294','melati','rudi','2016-05-12'),
('423728','cempaka','dewi','2010-01-13'),
('829552','lily','indah','2014-09-10'),
('006644','anggrek','indah','2013-07-05'),
('363960','kenanga','utami','2018-03-11'),
('162523','bougenville','budi','2011-06-08'),
('485861','teratai','budi','2025-10-02'),
('875083','lily','wawan','2014-12-04'),
('473824','flamboyan','lia','2015-09-10'),
('373325','anggrek','eka','2022-07-25'),
('827768','sakura','eka','2012-11-27'),
('082686','flamboyan','budi','2020-07-09'),
('371929','teratai','hendra','2016-10-11'),
('400336','sakura','budi','2010-12-10'),
('292810','flamboyan','rudi','2024-04-06'),
('568324','anggrek','fajar','2012-04-16'),
('501439','lily','rudi','2012-03-26'),
('467824','teratai','nanda','2016-11-29'),
('775679','cempaka','rudi','2015-02-21'),
('547339','kenanga','rudi','2018-08-15'),
('383184','mawar','joko','2018-05-13'),
('485642','lily','rudi','2024-05-21'),
('904549','cempaka','eka','2020-07-19'),
('009520','kenanga','indah','2020-01-01'),
('186175','flamboyan','mira','2025-06-12'),
('435742','sakura','vina','2025-05-18'),
('914483','mawar','wawan','2019-03-27'),
('174990','sakura','indah','2020-12-03'),
('310728','anggrek','budi','2013-06-20'),
('494528','cempaka','utami','2015-05-27'),
('075006','bougenville','rudi','2020-03-09'),
('348940','cempaka','indah','2015-01-27'),
('656044','melati','vina','2014-01-20'),
('348949','lily','citra','2021-06-30'),
('710631','kenanga','eka','2015-04-29'),
('049271','lily','rudi','2022-12-27'),
('529334','lily','joko','2023-01-21'),
('361065','teratai','hendra','2013-04-29'),
('322096','mawar','sari','2017-12-13'),
('157972','flamboyan','gita','2017-06-27'),
('618686','lily','nanda','2014-01-23'),
('305205','sakura','fajar','2021-12-17'),
('196043','cempaka','rudi','2011-10-21'),
('641431','cempaka','dewi','2022-11-12'),
('309682','flamboyan','budi','2016-08-16'),
('736142','teratai','budi','2018-05-21'),
('036779','flamboyan','rudi','2015-12-16'),
('242436','flamboyan','joko','2014-09-27'),
('309629','melati','indah','2013-12-15'),
('297061','lily','citra','2016-09-21'),
('718172','melati','tono','2013-07-05'),
('074928','flamboyan','lia','2012-08-05'),
('435614','teratai','citra','2015-01-04'),
('598213','lily','fajar','2018-06-28'),
('993820','teratai','indah','2021-01-07'),
('194131','lily','citra','2015-07-01'),
('285232','cempaka','indah','2022-06-18'),
('594594','teratai','hendra','2018-01-21'),
('621871','lily','budi','2011-09-01'),
('553023','kenanga','tono','2011-09-05'),
('222738','teratai','hendra','2016-10-07'),
('378265','flamboyan','kartika','2022-09-30'),
('464316','cempaka','budi','2022-05-12'),
('350793','lily','kartika','2021-05-25'),
('496147','sakura','kartika','2018-10-30'),
('829839','bougenville','wawan','2025-06-06'),
('333272','teratai','hendra','2013-08-10'),
('940611','bougenville','joko','2019-08-29'),
('604845','kenanga','utami','2013-04-11'),
('517256','kenanga','citra','2015-11-27'),
('197097','flamboyan','eka','2021-05-19'),
('769698','mawar','mira','2010-11-06'),
('733434','teratai','lia','2019-07-17'),
('239704','anggrek','rudi','2021-08-10'),
('822396','lily','gita','2014-07-09'),
('820611','mawar','dewi','2024-10-05'),
('411321','kenanga','citra','2017-09-25'),
('676707','mawar','mira','2019-12-19'),
('281877','sakura','dewi','2015-01-22'),
('652879','mawar','fajar','2011-05-04'),
('578240','anggrek','joko','2010-03-11'),
('696016','kenanga','wawan','2012-02-12'),
('401340','bougenville','vina','2022-04-17'),
('752186','mawar','eka','2024-04-12'),
('138516','anggrek','utami','2015-11-04'),
('648515','melati','sari','2022-07-14'),
('733936','sakura','tono','2021-04-17'),
('265302','mawar','dewi','2022-05-19'),
('667198','anggrek','gita','2012-08-08'),
('283710','bougenville','mira','2014-05-08'),
('378993','bougenville','nanda','2019-09-06'),
('628912','teratai','mira','2012-10-11'),
('168429','bougenville','nanda','2021-07-23'),
('302820','sakura','indah','2021-01-11'),
('095218','bougenville','eka','2012-04-27'),
('177340','lily','dewi','2021-12-24'),
('742928','kenanga','wawan','2024-02-16'),
('650727','melati','citra','2014-09-08'),
('317056','cempaka','utami','2010-02-17'),
('636824','lily','utami','2018-08-07'),
('908141','mawar','tono','2023-01-09'),
('566679','flamboyan','hendra','2019-04-04'),
('435769','sakura','eka','2021-02-19'),
('481650','cempaka','kartika','2010-10-27'),
('047179','cempaka','kartika','2023-06-27'),
('105633','cempaka','gita','2024-12-02'),
('349096','teratai','lia','2015-09-19'),
('092884','mawar','gita','2025-06-18'),
('582517','kenanga','nanda','2023-07-19'),
('447133','kenanga','citra','2014-08-23'),
('979216','anggrek','citra','2022-08-27'),
('174122','cempaka','vina','2013-06-13'),
('783462','melati','eka','2017-05-29'),
('534247','melati','lia','2015-04-27'),
('419365','kenanga','vina','2021-03-16'),
('523935','sakura','eka','2014-10-27'),
('812930','sakura','indah','2017-09-23'),
('931815','melati','nanda','2016-01-28'),
('339543','melati','citra','2020-11-29'),
('896869','lily','indah','2016-09-29'),
('913928','teratai','hendra','2024-02-17'),
('725489','melati','gita','2013-04-07'),
('040895','bougenville','gita','2017-02-15'),
('158852','mawar','dewi','2013-07-08'),
('596413','melati','hendra','2018-08-22'),
('493787','sakura','vina','2012-04-26'),
('743125','teratai','budi','2014-02-01'),
('843051','mawar','sari','2014-10-28'),
('772626','mawar','vina','2020-11-17'),
('459279','sakura','budi','2013-12-18'),
('034722','flamboyan','fajar','2023-09-01'),
('052106','lily','fajar','2023-12-21'),
('260356','lily','rudi','2019-08-30'),
('076704','lily','budi','2020-10-11'),
('939559','kenanga','mira','2019-11-07'),
('157409','kenanga','gita','2017-02-15'),
('650777','melati','mira','2016-12-29'),
('890772','lily','eka','2021-10-04'),
('333205','anggrek','vina','2023-09-26'),
('776615','cempaka','dewi','2019-05-17'),
('859816','bougenville','nanda','2024-05-06'),
('809036','melati','gita','2016-09-13'),
('000726','teratai','hendra','2010-01-12'),
('248946','cempaka','tono','2014-01-01'),
('250347','cempaka','dewi','2023-10-03'),
('758359','flamboyan','hendra','2014-04-15'),
('660033','bougenville','indah','2012-04-10'),
('423299','melati','budi','2018-08-24'),
('077570','teratai','indah','2017-02-01'),
('039948','cempaka','indah','2021-04-10'),
('822659','flamboyan','joko','2022-10-14'),
('195809','teratai','ayu','2017-11-17'),
('914226','sakura','tono','2011-04-14'),
('964496','bougenville','kartika','2013-03-18'),
('843033','melati','citra','2015-05-23'),
('818886','mawar','eka','2016-05-31'),
('033942','teratai','indah','2014-01-20'),
('167600','anggrek','mira','2020-03-17'),
('630214','cempaka','budi','2025-06-15'),
('080871','sakura','hendra','2015-08-19'),
('662196','flamboyan','dewi','2012-10-06'),
('321359','sakura','sari','2018-10-12'),
('791781','flamboyan','mira','2021-06-27'),
('009077','melati','nanda','2016-01-23'),
('649980','kenanga','gita','2022-04-20'),
('284982','flamboyan','joko','2017-05-20'),
('259255','teratai','joko','2010-05-28'),
('862149','bougenville','mira','2022-10-28'),
('848361','teratai','fajar','2020-03-24'),
('423295','lily','kartika','2020-07-26'),
('398059','mawar','hendra','2024-12-05'),
('047678','mawar','kartika','2017-09-23'),
('343084','mawar','joko','2017-09-24'),
('395248','anggrek','gita','2017-05-25'),
('923193','sakura','budi','2024-08-20'),
('811025','kenanga','indah','2020-09-18'),
('067937','melati','citra','2017-04-21'),
('950870','lily','wawan','2021-10-30'),
('284743','anggrek','fajar','2020-01-20'),
('403425','kenanga','mira','2019-03-08'),
('824564','bougenville','kartika','2025-05-21'),
('601311','bougenville','vina','2018-10-04'),
('615286','lily','sari','2023-01-19'),
('098948','kenanga','eka','2024-09-15'),
('970677','melati','tono','2020-12-11'),
('234059','teratai','citra','2019-08-05'),
('758893','melati','vina','2020-08-30'),
('458091','kenanga','dewi','2022-08-06'),
('274257','melati','eka','2010-05-01'),
('926910','teratai','eka','2014-05-21'),
('074992','melati','wawan','2014-04-05'),
('116131','anggrek','tono','2017-03-02'),
('870108','bougenville','indah','2024-11-09'),
('682077','sakura','dewi','2015-05-28'),
('802994','bougenville','ayu','2017-11-16'),
('060725','melati','indah','2019-06-26'),
('723540','teratai','nanda','2025-06-25'),
('412277','mawar','sari','2023-04-23'),
('719986','anggrek','tono','2017-09-14'),
('858956','flamboyan','lia','2022-06-04'),
('663469','teratai','sari','2010-09-16'),
('583688','flamboyan','tono','2021-06-29'),
('088347','flamboyan','hendra','2010-12-29'),
('401268','cempaka','mira','2013-08-02'),
('840480','kenanga','fajar','2023-03-28'),
('178463','sakura','utami','2025-01-25'),
('507387','bougenville','joko','2014-11-24'),
('832364','mawar','lia','2023-01-31'),
('402043','bougenville','gita','2019-05-07'),
('121290','cempaka','utami','2013-12-17'),
('347427','anggrek','joko','2023-02-14'),
('784034','teratai','utami','2025-09-05'),
('690877','teratai','utami','2010-08-07'),
('582150','anggrek','vina','2024-10-11'),
('593240','teratai','joko','2025-06-10'),
('952866','sakura','joko','2010-06-18'),
('217512','sakura','mira','2016-05-25'),
('230936','anggrek','indah','2025-11-21'),
('571067','lily','citra','2014-01-20'),
('237944','anggrek','citra','2022-01-20'),
('482020','lily','hendra','2016-04-23'),
('339971','teratai','eka','2014-08-06'),
('127042','cempaka','citra','2014-08-09'),
('380336','lily','budi','2010-09-30'),
('478870','lily','utami','2010-04-08'),
('439399','flamboyan','sari','2014-06-21'),
('005815','anggrek','rudi','2021-11-22'),
('976293','lily','indah','2020-05-18'),
('534123','bougenville','utami','2016-01-10'),
('998209','sakura','wawan','2014-05-31'),
('349049','anggrek','lia','2024-01-14'),
('225783','lily','kartika','2013-11-27'),
('933722','bougenville','lia','2017-06-15'),
('640842','anggrek','kartika','2021-12-06'),
('797553','flamboyan','lia','2021-04-08'),
('019217','kenanga','kartika','2010-02-02'),
('739791','kenanga','dewi','2017-03-02'),
('880597','kenanga','mira','2025-05-02'),
('589328','flamboyan','rudi','2012-05-31'),
('900316','melati','eka','2011-04-16'),
('297565','anggrek','kartika','2021-02-07'),
('512614','melati','mira','2013-09-10'),
('421596','lily','mira','2012-06-20'),
('704865','teratai','utami','2012-02-16'),
('339848','flamboyan','gita','2017-04-12'),
('529375','kenanga','eka','2014-11-30'),
('796746','lily','gita','2024-08-26'),
('350789','teratai','fajar','2024-01-22'),
('441032','melati','nanda','2025-02-11'),
('100334','sakura','tono','2018-12-17'),
('547736','bougenville','eka','2023-10-22'),
('748812','melati','ayu','2023-07-29'),
('406543','bougenville','ayu','2025-12-09'),
('313139','lily','lia','2014-08-31'),
('843786','kenanga','sari','2014-06-03'),
('391669','lily','ayu','2021-06-26'),
('889920','anggrek','citra','2013-03-30'),
('037886','anggrek','eka','2019-05-13'),
('568459','sakura','nanda','2016-11-13'),
('634534','anggrek','mira','2020-12-01'),
('901886','teratai','kartika','2013-07-01'),
('481501','flamboyan','ayu','2015-01-30'),
('441207','anggrek','gita','2017-10-22'),
('000743','anggrek','utami','2016-03-26'),
('709418','anggrek','mira','2016-02-07'),
('546124','sakura','rudi','2015-05-07'),
('525382','anggrek','vina','2011-07-21'),
('047530','teratai','citra','2016-02-14'),
('620688','kenanga','vina','2015-09-04'),
('009740','melati','eka','2021-07-22'),
('415645','anggrek','budi','2010-02-19'),
('325980','cempaka','budi','2025-11-06'),
('213055','teratai','kartika','2014-06-18'),
('675013','cempaka','wawan','2014-04-21'),
('921802','cempaka','gita','2010-09-22'),
('720006','lily','budi','2021-04-15'),
('342219','kenanga','ayu','2011-11-08'),
('697825','mawar','sari','2010-04-07'),
('644715','flamboyan','sari','2024-08-18'),
('947809','mawar','rudi','2025-01-23'),
('154106','melati','hendra','2010-02-03'),
