INSERT into siswa (id_siswa, nama_siswa, tanggal_lahir, kelamin) VALUES
('522694','ayu','2012-01-02','P'),
('709334','vina','2010-04-06','P'),
('582383','dewi','2013-02-09','L'),
('672632','lutfi','2010-06-01','L'),
('784551','rudi','2005-05-21','L'),
('470809','citra','2012-06-26','L'),
('732670','gita','2005-11-03','P'),
('050373','farah','2015-10-29','L'),
('928049','joko','2012-04-03','L'),
('236733','agus','2015-01-30','L'),
('910385','utami','2005-05-24','P'),
('430017','rina','2006-08-03','P'),
('101851','lia','2013-06-15','L'),
('170027','lutfi','2006-03-03','L'),
('014483','farah','2009-04-01','P'),
('728206','gita','2013-05-17','L'),
('309837','gita','2013-07-23','L'),
('144561','eka','2011-04-27','L'),
('460527','bayu','2011-03-29','P'),
('371352','budi','2009-09-11','L'),
('347718','mira','2014-09-28','L'),
('529095','vina','2013-01-05','L'),
('773982','joko','2007-04-12','P'),
('868406','sari','2006-07-11','P'),
('064938','utami','2008-03-12','P'),
('974181','rizky','2010-12-17','L'),
('084304','ayu','2013-11-16','L'),
('813897','eka','2008-09-18','P'),
('484518','rina','2011-06-09','L'),
('238848','agus','2007-09-24','P'),
('313942','mira','2012-09-26','L'),
('295298','budi','2015-07-03','L'),
('062355','eka','2005-07-18','P'),
('975021','rina','2013-01-23','P'),
('172183','fajar','2008-04-20','P'),
('920505','lia','2009-11-02','P'),
('029688','sari','2008-03-22','L'),
('689221','yoga','2012-08-14','L'),
('406490','utami','2013-10-24','L'),
('429323','tono','2011-01-03','L'),
('393778','vina','2015-11-11','P'),
('799771','hendra','2006-03-29','L'),
('126868','bayu','2015-07-09','P'),
('861824','lia','2010-06-08','L'),
('141246','vina','2012-10-23','L'),
('069609','agus','2012-11-23','L'),
('185961','yoga','2012-01-07','P'),
('648980','nanda','2005-07-22','P'),
('779612','fajar','2015-10-03','L'),
('696671','rudi','2009-02-15','L'),
('133437','bayu','2011-04-26','L'),
('257733','hendra','2008-04-12','L'),
('883926','fajar','2010-08-12','L'),
('497374','agus','2012-07-06','L'),
('392281','sinta','2013-12-01','L'),
('134603','yoga','2005-12-30','P'),
('645313','gita','2012-05-29','P'),
('290428','rina','2011-06-10','L'),
('709878','rudi','2006-07-22','L'),
('131538','kartika','2012-01-28','L'),
('805451','putri','2005-07-25','L'),
('002841','dewi','2011-02-04','L'),
('737265','mira','2005-10-24','P'),
('566418','fajar','2007-06-28','P'),
('233275','fajar','2013-03-15','P'),
('330552','rudi','2009-07-10','L'),
('240744','putri','2005-03-08','P'),
('342404','indah','2012-06-21','P'),
('444299','wawan','2012-08-02','P'),
('503209','utami','2011-12-05','L'),
('923933','yoga','2005-04-24','L'),
('404534','agus','2015-11-09','L'),
('178576','gita','2008-09-17','L'),
('654595','budi','2010-11-14','L'),
('869275','zahra','2013-11-11','P'),
('431309','fajar','2009-07-07','L'),
('150317','vina','2012-02-09','L'),
('698776','citra','2015-10-06','P'),
('726921','wawan','2008-10-17','L'),
('784011','indah','2008-12-15','P'),
('413168','ayu','2014-02-26','P'),
('066974','citra','2008-10-31','P'),
('676989','utami','2011-10-04','P'),
('228271','zahra','2014-12-14','L'),
('496919','eka','2006-06-11','L'),
('921346','sari','2007-05-04','L'),
('020704','yoga','2013-12-02','L'),
('532112','lia','2014-06-28','L'),
('564304','sari','2006-02-26','P'),
('625032','lia','2012-04-30','L'),
('435626','agus','2010-01-03','L'),
('946077','rina','2012-01-24','L'),
('679881','agus','2008-03-24','L'),
('246590','eka','2006-01-06','P'),
('306113','eka','2007-03-31','P'),
('105406','vina','2011-06-23','P'),
('383333','sari','2006-12-01','P'),
('835517','mira','2011-11-02','L'),
('600639','zahra','2012-05-27','P'),
('879000','zahra','2007-01-19','L'),
('711964','rina','2007-11-06','L'),
('593354','zahra','2006-09-20','P'),
('654931','rizky','2010-10-07','L'),
('885959','utami','2013-11-26','P'),
('424408','zahra','2007-08-19','P'),
('091684','citra','2014-08-23','P'),
('357493','fajar','2010-11-19','P'),
('149470','budi','2012-04-12','P'),
('931806','wawan','2006-07-01','P'),
('855263','dewi','2011-12-16','P'),
('575352','mira','2012-07-23','P'),
('419170','gita','2005-08-20','L'),
('922745','citra','2005-05-31','P'),
('882709','ayu','2014-09-20','L'),
('313325','mira','2007-01-09','P'),
('482708','kartika','2015-09-20','P'),
('144312','nanda','2007-10-08','L'),
('991388','budi','2010-12-06','L'),
('103057','wawan','2005-12-25','P'),
('622803','mira','2005-07-03','P'),
('267870','indah','2007-11-23','L'),
('771972','yoga','2011-08-03','L'),
('556443','bayu','2005-09-17','L'),
('081898','gita','2007-02-11','L'),
('135427','lutfi','2015-01-18','P'),
('139520','sari','2015-04-30','L'),
('876015','joko','2005-08-09','L'),
('642796','yoga','2008-11-16','P'),
('137418','nanda','2006-08-15','L'),
('033419','lia','2011-10-14','P'),
('703569','wawan','2005-08-23','L'),
('289335','sari','2013-10-08','L'),
('881127','farah','2006-09-23','L'),
('558725','lia','2010-05-27','P'),
('929321','bayu','2005-05-23','P'),
('047193','sinta','2006-07-07','P'),
('332185','kartika','2007-05-04','P'),
('909742','ayu','2012-06-02','L'),
('738474','joko','2009-02-09','P'),
('279680','yoga','2011-04-03','L'),
('552537','lutfi','2008-03-28','L'),
('506094','fajar','2015-06-07','L'),
('972664','utami','2005-06-13','P'),
('482345','mira','2006-06-29','L'),
('249266','fajar','2015-02-21','P'),
('433856','bayu','2009-12-02','L'),
('644067','yoga','2014-11-05','L'),
('331076','joko','2005-10-19','L'),
('411142','hendra','2007-10-17','P'),
('294221','fajar','2013-09-18','P'),
('482271','joko','2006-12-01','L'),
('474347','zahra','2006-11-23','L'),
('060901','sinta','2005-10-19','L'),
('882548','budi','2012-10-20','L'),
('536274','rudi','2009-09-09','P'),
('848389','sinta','2010-09-03','P'),
('219634','agus','2008-09-20','P'),
('462961','sinta','2014-11-24','P'),
('354195','wawan','2007-02-26','P'),
('102066','citra','2006-04-26','P'),
('266174','fajar','2010-06-05','P'),
('696121','rina','2015-03-18','L'),
('002749','rudi','2008-08-20','L'),
('873038','sinta','2012-01-26','L'),
('831946','putri','2008-10-14','P'),
('592515','putri','2008-04-03','L'),
('011534','fajar','2010-12-30','L'),
('762993','sinta','2013-03-13','L'),
('800213','wawan','2012-11-18','P'),
('681919','rizky','2006-09-25','L'),
('083700','eka','2010-05-17','P'),
('786644','sari','2009-06-21','L'),
('171305','agus','2005-12-03','P'),
('037346','utami','2005-08-12','P'),
('296579','eka','2005-12-06','L'),
('796337','indah','2015-11-05','L'),
('056955','eka','2014-05-13','L'),
('198210','zahra','2015-06-29','L'),
('323494','kartika','2009-02-26','P'),
('069584','vina','2010-12-29','P'),
('869102','kartika','2006-11-17','P'),
('179297','rudi','2013-08-31','P'),
('575619','farah','2014-02-02','L'),
('397152','fajar','2005-10-08','P'),
('500971','gita','2005-04-07','L'),
('046525','nanda','2014-08-28','P'),
('655262','yoga','2007-08-23','L'),
('452223','zahra','2008-06-17','P'),
('180538','wawan','2011-12-23','P'),
('908326','lia','2011-07-04','P'),
('322654','tono','2009-07-23','L'),
('200317','farah','2010-09-19','P'),
('013247','yoga','2009-08-28','L'),
('054335','sinta','2010-11-23','P'),
('819067','wawan','2005-02-08','L'),
('775867','wawan','2007-11-18','L'),
('188955','zahra','2013-12-16','L'),
('943009','nanda','2011-01-26','L'),
('778171','gita','2014-06-13','L'),
('083467','rudi','2010-07-06','P'),
('024010','utami','2011-07-17','L'),
('100796','tono','2014-10-12','L'),
('499220','tono','2014-08-09','P'),
('319429','wawan','2012-05-25','L'),
('116084','zahra','2010-12-02','L'),
('726058','mira','2005-02-14','P'),
('244414','utami','2005-09-15','L'),
('957873','farah','2007-05-02','P'),
('039761','eka','2011-12-06','L'),
('657208','rudi','2011-09-19','L'),
('955087','utami','2007-04-10','L'),
('285772','rina','2012-09-10','P'),
('719440','sinta','2011-05-04','P'),
('013004','indah','2005-05-01','P'),
('164066','nanda','2015-09-09','P'),
('297263','nanda','2006-05-15','L'),
('772583','bayu','2008-05-03','P'),
('603725','vina','2014-10-25','L'),
('495136','lia','2009-11-27','P'),
('772255','utami','2010-07-30','P'),
('717779','indah','2008-01-29','P'),
('132825','eka','2009-08-02','P'),
('521593','sinta','2006-06-26','P'),
('005089','putri','2005-07-19','L'),
('082620','ayu','2009-07-21','P'),
('478785','fajar','2007-02-24','P'),
('010975','kartika','2014-04-17','P'),
('215280','budi','2014-11-24','P'),
('846961','farah','2009-10-06','L'),
('848269','hendra','2005-12-03','L'),
('353494','agus','2013-12-09','P'),
('358998','zahra','2012-04-21','L'),
('838551','mira','2005-11-30','P'),
('092481','ayu','2010-10-08','P'),
('915285','putri','2005-04-07','L'),
('982117','fajar','2006-05-28','P'),
('349106','rizky','2005-02-26','L'),
('921776','rina','2011-10-21','L'),
('334127','fajar','2005-07-10','L'),
('848296','lia','2007-04-28','L'),
('499815','putri','2009-02-04','P'),
('993525','hendra','2009-04-17','P'),
('106164','zahra','2015-09-14','P'),
('198289','fajar','2010-08-23','L'),
('786777','rina','2005-06-16','L'),
('465164','sinta','2013-08-07','P'),
('995880','dewi','2013-03-29','L'),
('441287','putri','2010-03-17','L'),
('316499','budi','2015-11-18','P'),
('813097','farah','2015-07-23','L'),
('502966','indah','2010-04-27','P'),
('959892','vina','2007-05-20','P'),
('523150','kartika','2010-11-09','L'),
('578760','budi','2012-02-28','L'),
('898379','rizky','2012-06-05','P'),
('039459','lutfi','2012-08-27','P'),
('564854','rina','2008-03-30','P'),
('794729','joko','2008-08-15','P'),
('667425','farah','2013-08-05','P'),
('194241','bayu','2013-12-27','P'),
('185168','utami','2013-06-12','L'),
('426723','bayu','2011-10-11','P'),
('750041','wawan','2005-02-28','L'),
('076414','utami','2011-10-10','L'),
('798335','mira','2015-11-25','P'),
('353554','utami','2010-07-28','L'),
('526380','joko','2006-09-18','L'),
('705012','rizky','2005-06-10','L'),
('723720','vina','2005-07-09','L'),
('996400','vina','2015-03-05','P'),
('970368','indah','2015-01-17','P'),
('846719','vina','2013-12-25','P'),
('580812','rina','2009-04-15','P'),
('260137','farah','2015-12-27','L'),
('904910','putri','2008-09-05','P'),
('005867','zahra','2008-05-02','P'),
('319704','budi','2009-06-14','L'),
('935379','vina','2013-08-20','L'),
('124345','dewi','2005-05-12','P'),
('510387','bayu','2006-02-15','L'),
('095164','joko','2015-01-14','L'),
('991102','vina','2012-04-01','P'),
('810645','nanda','2010-03-23','P'),
('270978','hendra','2006-08-23','P'),
('201443','wawan','2014-08-24','P'),
('284399','kartika','2011-09-12','L'),
('002013','wawan','2012-01-21','L'),
('653099','tono','2010-11-17','P'),
('320087','rina','2013-04-15','L'),
('343689','sari','2008-11-22','P'),
('270425','rudi','2011-02-07','L'),
('778081','rizky','2010-08-08','P'),
('828724','agus','2009-12-17','L'),
('818521','vina','2014-08-15','L'),
('802268','sari','2007-01-01','P'),
('515932','tono','2010-12-05','L'),
('935069','gita','2005-07-13','P'),
('685617','hendra','2012-09-26','P'),
('463614','indah','2005-03-07','P'),
('532640','dewi','2008-04-24','L'),
('561468','kartika','2015-02-01','P'),
('638879','agus','2011-06-29','L'),
('481739','rina','2009-03-11','L'),
('198826','lia','2015-11-13','P'),
('791250','utami','2014-05-27','P'),
('363457','gita','2005-09-13','P'),
('608255','sari','2013-07-18','P'),
('212581','agus','2012-07-22','L'),
('346757','kartika','2009-01-28','P'),
('120097','vina','2012-03-26','L'),
('268187','farah','2011-10-03','P'),
('539975','dewi','2008-08-20','L'),
('684085','lia','2009-08-31','L'),
('303377','kartika','2011-11-06','P'),
('674784','eka','2013-07-07','L'),
('844764','hendra','2010-08-29','P'),
('426189','rina','2015-07-22','L'),
('655470','putri','2005-11-17','L'),
('848001','rizky','2015-12-15','P'),
('959153','indah','2014-11-25','P'),
('957817','kartika','2006-02-17','P'),
('199640','budi','2012-04-28','L'),
('164779','gita','2006-08-29','P'),
('537342','fajar','2011-05-18','L'),
('686357','nanda','2009-09-10','L'),
('573469','sinta','2014-03-20','P'),
('233170','joko','2014-11-04','P'),
('405356','indah','2013-03-09','L'),
('876006','budi','2012-03-18','L'),
('517742','eka','2014-08-04','L'),
('149668','utami','2012-03-16','P'),
('407189','mira','2013-04-23','L'),
('483773','utami','2012-03-25','L'),
('812557','lutfi','2005-06-20','P'),
('233238','rina','2013-12-05','P'),
('046202','utami','2011-03-22','L'),
('140955','nanda','2015-06-21','L'),
('445155','tono','2014-10-05','L'),
('744201','lutfi','2014-03-09','L'),
('322257','zahra','2010-07-02','P'),
('393336','rizky','2014-05-28','P'),
('922808','utami','2011-08-19','P'),
('733213','bayu','2015-07-16','P'),
('046243','ayu','2012-05-02','L'),
('352113','sari','2013-12-07','P'),
('461378','bayu','2015-01-03','P'),
('757972','indah','2011-10-25','L'),
('767509','putri','2005-05-14','P'),
('868805','yoga','2006-08-26','L'),
('251284','lia','2010-01-15','P'),
('352768','mira','2006-09-10','P'),
('943331','utami','2006-01-29','P'),
('426593','bayu','2007-07-17','P'),
('815049','tono','2011-01-01','P'),
('502855','wawan','2015-08-01','L'),
('769702','indah','2007-05-08','L'),
('832300','utami','2014-11-17','L'),
('354752','joko','2010-07-02','P'),
('161362','mira','2008-02-23','L'),
('304137','farah','2012-04-25','L'),
('625980','nanda','2012-08-04','P'),
('030629','indah','2006-04-21','P'),
('858379','hendra','2006-02-03','L'),
('176335','citra','2015-07-05','L'),
('399701','zahra','2013-03-31','P'),
('007536','ayu','2009-07-15','L'),
('632821','sari','2010-05-29','L'),
('677202','rizky','2014-04-23','P'),
('160456','vina','2011-04-05','L'),
('084219','lutfi','2010-08-04','P'),
('161169','rudi','2008-05-30','P'),
('460987','sari','2013-05-05','L'),
('286909','gita','2006-04-06','P'),
('201950','joko','2007-02-18','L'),
('707402','ayu','2014-08-23','P'),
('292888','utami','2015-10-11','L'),
('667630','citra','2010-12-18','P'),
('180304','nanda','2015-03-22','L'),
('442886','eka','2007-10-23','L'),
('293981','vina','2013-01-12','L'),
('907342','dewi','2011-12-19','L'),
('303623','wawan','2009-09-17','L'),
('148988','putri','2013-02-21','P'),
('806587','fajar','2012-03-22','L'),
('281494','rudi','2005-02-01','P'),
('111601','joko','2014-11-16','L'),
('327639','lia','2006-01-11','L'),
('676449','lia','2012-04-20','L'),
('648401','ayu','2012-07-26','L'),
('732903','budi','2007-09-08','P'),
('538119','mira','2008-05-30','L'),
('175957','rizky','2008-07-08','L'),
('974723','fajar','2007-04-12','P'),
('045525','citra','2007-01-04','P'),
('551077','wawan','2009-06-09','L'),
('716877','hendra','2005-01-06','P'),
('237069','utami','2012-12-19','L'),
('429014','kartika','2005-01-07','P'),
('712003','wawan','2012-01-24','L'),
('447798','fajar','2012-08-18','L'),
('710837','yoga','2011-02-27','P'),
('354940','joko','2014-10-07','P'),
('610875','yoga','2012-06-14','P'),
('227384','sinta','2010-01-10','P'),
('134952','tono','2015-12-03','L'),
('993297','kartika','2013-05-10','L'),
('300093','budi','2014-10-03','P'),
('279578','rudi','2015-10-04','L'),
('055090','rizky','2013-11-18','P'),
('463398','utami','2015-04-20','P'),
('814209','fajar','2005-07-21','L'),
('592480','eka','2007-12-17','L'),
('045620','sinta','2012-03-07','L'),
('319098','agus','2009-11-13','L'),
('851508','dewi','2008-04-24','P'),
('048250','dewi','2012-02-26','P'),
('988158','vina','2014-08-04','L'),
('013419','nanda','2007-11-29','P'),
('762895','kartika','2011-11-09','P'),
('363293','hendra','2014-11-19','P'),
('480693','utami','2013-07-21','L'),
('036466','nanda','2009-02-07','P'),
('532029','lia','2008-12-17','P'),
('083132','budi','2008-12-19','P'),
('265527','zahra','2010-08-06','P'),
('408425','kartika','2005-05-22','P'),
('533835','sari','2006-05-05','P'),
('930868','tono','2012-02-04','P'),
('527482','yoga','2010-07-24','P'),
('864994','rina','2007-07-15','P'),
('461025','kartika','2014-10-10','L'),
('979093','dewi','2006-07-24','L'),
('868785','eka','2007-09-23','L'),
('736441','gita','2011-09-21','P'),
('062772','agus','2015-05-20','L'),
('149315','mira','2011-04-30','L'),
('513670','kartika','2015-08-31','L'),
('734883','yoga','2015-05-24','P'),
('430584','rizky','2014-09-05','L'),
('307728','rudi','2010-01-17','L'),
('389782','lia','2012-05-29','L'),
('755655','bayu','2013-04-22','L'),
('113476','lia','2005-01-13','P'),
('556939','hendra','2015-10-02','P'),
('183393','wawan','2006-03-20','L'),
('897491','ayu','2008-05-21','P'),
('132544','tono','2011-04-22','L'),
('389432','hendra','2015-07-03','L'),
