INSERT INTO wali_siswa (nik, nama_w, alamat_w,tanggal_w) VALUES
('9666196270893268','Mamie Curtis','Kekug Ridge','2123-06-18'),
('5695094234914223','Lida Bass','Cali Terrace','2066-01-27'),
('7235163725343865','Teresa Maxwell','Labaw Place','2054-08-27'),
('3095358815010973','Dylan Holt','Hiafa Turnpike','2078-09-20'),
('7281279048528675','Clifford Stone','Jamkip Square','2116-06-11'),
('2664499850982305','Eugenia Carr','Bemsit Loop','2059-06-04'),
('3892810973251526','Allie Shelton','Bojrez Square','2067-09-22'),
('0537938216174822','Roy Stewart','Kumna Grove','2090-03-11'),
('0255614357635361','Francisco Curry','Ludo River','2073-04-14'),
('3754966912771625','Sean Lowe','Negbo Court','2088-05-24'),
('9407528613558614','Louisa McGee','Divni Path','2123-05-30'),
('3196806103444374','Max Pittman','Hooz Loop','2100-01-27'),
('4354343215695071','Margaret Hunter','Musa Park','2026-10-30'),
('4776077113396560','Ray Beck','Bivwo Avenue','2099-03-10'),
('5983605067312406','Francisco Carroll','Fualu View','2039-01-12'),
('3362253335110536','Dennis Sanchez','Urde Place','2034-03-21'),
('6619935764474266','Ronald Welch','Pekow Pike','2038-11-19'),
('3383932225235403','Gertrude Wilkins','Wimus Path','2029-05-26'),
('0316163359822031','Russell Olson','Jugo Drive','2087-05-31'),
('8221708430876293','Rose Maxwell','Wewa Drive','2082-07-11'),
('5910131110824030','Belle Woods','Gaefi Turnpike','2060-10-20'),
('1649406864483504','Francis Carr','Ihuaz River','2087-07-01'),
('8589155267008662','Mike Stanley','Dapo Street','2040-12-02'),
('5817515932248348','Lucille Collins','Fahim Pass','2025-06-03'),
('9025838307329327','Katherine Foster','Ceza Mill','2027-07-17'),
('5835297886214590','Clifford Barnes','Hifnuf Place','2043-08-31'),
('1443300601041442','Larry Bell','Pimob Junction','2041-01-08'),
('4343815882509120','Bruce Gonzalez','Rufki Mill','2033-01-22'),
('4175649944174421','Thomas Stewart','Hipe Street','2088-02-24'),
('6219861710975620','Lucas Cole','Awbik Parkway','2029-04-26'),
('3064373072533021','Catherine Hernandez','Nuzlug Parkway','2028-12-19'),
('8133344380502555','Brett Neal','Capor Parkway','2093-06-28'),
('4577362544861581','Kevin Hall','Korib Center','2084-06-26'),
('1044563819271276','Janie Diaz','Tendu Mill','2070-12-08'),
('5386382306407024','Phoebe Poole','Edawe Place','2029-09-11'),
('2333960466418799','Lela Newman','Karros Drive','2086-04-18'),
('1564827761483587','Douglas Gutierrez','Atuca Boulevard','2071-07-05'),
('5217601047603067','Nannie Gill','Lokju Point','2028-11-20'),
('1523724833521019','Billy Conner','Anigom Place','2058-02-11'),
('3572729047350111','May Neal','Rogneg Way','2070-07-25'),
('7049053969812335','Edna McDonald','Joho Path','2049-09-15'),
('0446648806753394','Agnes Rose','Botvup Plaza','2077-11-09'),
('4835746460952672','Edward Jimenez','Zubha Center','2091-01-27'),
('1818883887466843','Eula Fuller','Nauca Key','2071-06-30'),
('9660871192031834','Lola Harrington','Sawo Parkway','2034-04-23'),
('7247818283653334','Carlos Matthews','Ikiab Center','2077-10-28'),
('2472540168284009','Andre Nguyen','Desatu Way','2032-01-03'),
('4250935146236535','Tyler McCarthy','Zebmuj Trail','2112-05-15'),
('9234569373479901','Gordon Brady','Jowuf Court','2045-11-28'),
('8848577247920305','Jay Townsend','Horu Road','2099-10-24'),
('4882504752983732','Louis Bass','Putjet Grove','2040-02-25'),
('8981659256704577','Inez Bowen','Gonsez View','2053-05-20'),
('8902330826877450','Ruby Doyle','Biduw Circle','2025-12-11'),
('6956655178606810','Zachary West','Juvma Court','2105-01-30'),
('9738648497357022','Theresa Dawson','Paife Square','2083-01-07'),
('9581534401202103','Antonio Yates','Vupu Ridge','2090-03-21'),
('8371526810982717','Susan Saunders','Uleta Drive','2117-10-13'),
('8163698961668762','Elnora Clarke','Ecen Center','2035-10-12'),
('9553263691745923','Jordan Kennedy','Otaho View','2109-03-15'),
('2071179785334931','Lucas Welch','Hovab Manor','2084-12-01'),
('1020326435044192','Landon Ward','Nufe Mill','2075-01-05'),
('8944355094768004','Antonio Barnes','Rimwor Path','2083-06-28'),
('6918634461637167','Alma Floyd','Nugkiv Street','2072-01-30'),
('9531076164314362','Clara Rhodes','Ucle Park','2039-07-14'),
('4143096842981232','Randy Horton','Ogihaw Road','2099-03-18'),
('0209618167241504','Cornelia Foster','Davkuv Square','2103-06-10'),
('7090190656510005','Amelia Sutton','Tigas River','2033-09-20'),
('1582946262141061','Roger Morales','Onuvag Avenue','2097-06-11'),
('2575986170906944','Phoebe Graham','Zahew View','2028-12-31'),
('6036518892301448','Rose Maxwell','Dumdup View','2074-09-22'),
('1941472322079026','Derek Burton','Tezij Center','2039-05-12'),
('3794863368110325','Dean Douglas','Sutan Road','2035-08-24'),
('1019088529308873','Sophia Kim','Dupbu Lane','2118-06-23'),
('7023757877296697','Hattie Buchanan','Odehip Heights','2038-12-28'),
('6522387412218074','Adrian Simon','Kedin Highway','2108-05-25'),
('8200163714167828','Linnie Fox','Assug Court','2114-11-29'),
('4476895650045811','Dale Malone','Muwja Loop','2106-04-28'),
('0914565278223237','Samuel Gonzales','Buur Square','2080-12-29'),
('4727910000960823','Cordelia Morrison','Pusa Pass','2043-12-24'),
('9584240674488571','Victoria Ford','Vavoda Extension','2036-10-07'),
('1438774026237980','Della Boyd','Docez Mill','2048-10-13'),
('6258595563177498','Anthony Baker','Sedun Junction','2073-07-03'),
('0397369679008361','Lura Rose','Kimup Path','2111-06-22'),
('5382561307116977','Clayton Guerrero','Jore Junction','2043-07-06'),
('3259324782712280','Glen Kelly','Atve Street','2043-05-03'),
('0572273694669269','Emma Dean','Ujle Ridge','2118-10-21'),
('8950597778666224','Nancy Frazier','Hosbim Circle','2076-08-05'),
('3997089377462236','Francisco Cross','Zaaz Turnpike','2054-02-15'),
('2748045268120078','Mittie Valdez','Taptuf Square','2045-10-02'),
('1347246295774884','Nell Burke','Dugni Terrace','2117-02-18'),
('4799851007355136','Lester Warner','Jegpe Circle','2093-10-31'),
('7437297635282360','Alice Lee','Wasak Turnpike','2118-05-08'),
('4040165986679207','Ophelia Carr','Ocag Center','2069-04-20'),
('5297572109054287','Beulah Terry','Najhi Extension','2103-07-11'),
('5628872695596929','Clarence Miles','Kunul Manor','2036-04-04'),
('5688197682590763','Gilbert Morales','Tilni View','2039-02-03'),
('2473927728126472','Delia Collier','Bolev Loop','2077-11-19'),
('1080256544003924','Blanche McBride','Nurgu Heights','2064-12-07'),
('5583037368689747','Viola Wolfe','Redilo Center','2113-01-28'),
('1094202689392982','Jordan Hunt','Nenwek Pass','2105-12-12'),
('1459671763036661','Nellie Payne','Cofken Park','2055-11-02'),
('5045950104079057','Andrew Cruz','Tudse Park','2028-02-20'),
('1701511794874224','Eric Perez','Awaebe Street','2033-10-15'),
('0656698428412420','Zachary Barker','Rivsun View','2030-12-19'),
('0857775374631180','Christina King','Dogo Terrace','2124-03-08'),
('8167436754008081','Verna Warren','Nigaz Court','2034-08-09'),
('0287145063096369','Lester Sanchez','Pojfo Point','2091-07-05'),
('5453989789290309','Phillip McBride','Obovuf Court','2044-01-19'),
('1881969823390099','Lulu Klein','Sorsep Boulevard','2106-05-22'),
('4272044336007455','Jeffery Weber','Ofoko Path','2062-07-14'),
('9817131966212992','Genevieve Sharp','Budlim Key','2053-07-01'),
('5903583847182166','Luis Carpenter','Vaniw Terrace','2078-08-20'),
('3737316487132845','Howard Moran','Ovovus Ridge','2040-12-04'),
('3596938148193280','Shane Hampton','Fagog Mill','2079-07-23'),
('3642622382669391','Sara Rogers','Azara Junction','2106-12-23'),
('2260652191815846','Patrick Moreno','Orosob Lane','2118-11-27'),
('7661223522785656','Beulah Patton','Cipewa Pass','2123-11-20'),
('8189080010836451','Hester Quinn','Viaha Key','2061-06-02'),
('1173744263051430','Jeffery Schwartz','Tudni Point','2090-03-26'),
('8041252456634033','Isaiah Hayes','Paltij Drive','2047-05-05'),
('5400633015266127','Juan Adams','Bozu View','2118-06-30'),
('4575497757798631','Florence King','Dasu Park','2063-01-25'),
('9526359139951329','Francisco Berry','Veruw Pass','2025-10-22'),
('5173337524720379','Leona Terry','Teno Trail','2095-04-18'),
('0420041604344766','Loretta Barnes','Rozah Pike','2114-10-03'),
('2819558850210273','Dean Chambers','Soeg Extension','2116-01-11'),
('4388889409299041','Clyde Reed','Jeji Way','2040-01-22'),
('7727311060912586','Ann Cook','Woru River','2075-02-06'),
('4390329010000179','Gilbert Rios','Tunri Court','2125-02-07'),
('9592238009397034','Lettie Collins','Wafad Turnpike','2042-05-06'),
('8172978958897799','Maud Clarke','Jafdik River','2099-07-02'),
('9491751501676203','Brandon Grant','Ihuke Court','2112-05-18'),
('3501472413651756','Chad McKenzie','Caoh View','2119-10-05'),
('4571974813426588','Dominic Terry','Reslig Loop','2058-02-06'),
('3228415696963689','Vera Brown','Wuleho Lane','2025-09-07'),
('7429534168685073','Ruth Hines','Ejato Ridge','2065-08-28'),
('2875657228122796','Bruce Barnett','Fozije Square','2089-09-24'),
('7521883290598437','Lydia Shaw','Bolig Mill','2033-11-21'),
('8990000085892918','Claudia Freeman','Ziimo Place','2055-12-21'),
('6578567850360438','Hulda Dunn','Olaten Way','2032-08-28'),
('2326187789822173','Christopher Scott','Nibuz Park','2108-04-07'),
('7645187415243614','Brett Vaughn','Hasuv Glen','2078-05-07'),
('8391154378734869','Dean Allison','Gekle Parkway','2042-08-22'),
('8421212140422361','Terry Wallace','Ilanu Highway','2069-01-11'),
('2297049270985267','Lizzie Moody','Hudoja Heights','2068-07-27'),
('3555354427106507','Ralph Reynolds','Tosda Terrace','2088-08-27'),
('5483132590879198','Ray Fleming','Gafvik Loop','2059-05-31'),
('6235966244812097','Brett Lawrence','Peco River','2121-08-04'),
('4558413194992982','Angel Horton','Subfas Trail','2073-11-06'),
('8676644148906373','Andre Estrada','Mavtas Parkway','2117-03-05'),
('7804709767590554','Angel Howard','Liwu Circle','2035-12-18'),
('6487638377702382','Rose Stanley','Rugcem Pike','2055-07-31'),
('7806470918262922','Barry Byrd','Lefpih Park','2063-03-09'),
('3643022907068865','Catherine Lambert','Devsid Grove','2125-04-13'),
('2382727982312775','Alan Benson','Rapra Parkway','2034-10-17'),
('0978024226795973','Philip Collier','Meju Pass','2050-05-26'),
('4610987168517674','Frank Hopkins','Lucpuf Heights','2118-06-29'),
('1649690943245058','Bryan Taylor','Acudaf Park','2119-06-11'),
('6681117110857509','Rodney Ingram','Jini Drive','2067-12-01'),
('5604368214058114','Irene Alexander','Cigur Avenue','2089-08-23'),
('9822374421175693','Derek Stephens','Ipogi Avenue','2048-05-05'),
('7722685614371788','Todd Cox','Nipem Ridge','2096-09-23'),
('7223802326446427','Bess Simon','Habe Grove','2110-10-06'),
('1801316838154796','Blake Franklin','Bamle Street','2028-08-09'),
('0276538346361784','Philip Sutton','Lebweh Parkway','2028-07-04'),
('5604208925201100','Bess Salazar','Orohu Park','2062-10-24'),
('2979854775152538','Barbara Lambert','Sili Glen','2112-03-20'),
('6395165935885953','Rebecca Bowers','Waco Trail','2102-08-08'),
('2750903336281055','Alice Fleming','Pokic Manor','2070-10-15'),
('4471943746770492','Gilbert Matthews','Uhoga Grove','2027-12-27'),
('2930724207069484','Kenneth Green','Mijsu Road','2028-05-03'),
('4538346973830467','Sophie Parsons','Virroc Square','2034-10-08'),
('4436893187903343','Clara Morrison','Ruzi Street','2029-02-03'),
('9635012632413863','Bettie Taylor','Ucocem Plaza','2118-05-24'),
('9505116258056945','Rosalie Hubbard','Wiloc Pike','2029-03-28'),
('0726058280814087','Wayne Baker','Mawofo Trail','2059-06-16'),
('3137920748170083','Henrietta Graham','Wove Drive','2109-12-05'),
('2748642120201471','Ellen Bates','Guib Circle','2068-03-23'),
('2580638360409851','Maude Austin','Poftuz Park','2115-01-21'),
('1164507491824100','Gary Allison','Wesfu Road','2046-08-29'),
('9117893231432074','Paul Hoffman','Jemij Pike','2058-01-03'),
('3534926671209181','Antonio Hunter','Ufizow Key','2084-06-25'),
('7865917016234313','Lola Graham','Piwru Parkway','2032-02-13'),
('8812324588715365','Rosie Buchanan','Sicho Plaza','2118-12-21'),
('5857601616274275','Isabel Flowers','Pezmaf Square','2040-04-30'),
('9517958336738699','Lawrence McKenzie','Zudef Pass','2057-09-02'),
('2466859304261901','Gilbert Montgomery','Abfob Way','2122-06-09'),
('4519853214369874','Essie Gibbs','Inaak Drive','2051-04-08'),
('2481444724337026','Eddie Leonard','Sahce Terrace','2125-01-04'),
('5580289511662089','Rosalie Richards','Viano Square','2117-02-13'),
('7825199081039271','Eddie Martin','Ohcoh Point','2026-04-18'),
('0488572972440824','Bertie Hunter','Piggop Mill','2047-03-15'),
('0757922841739619','Harriet Nunez','Icacef Extension','2055-10-20'),
('7665205770717726','Sean Day','Hajfod Park','2033-06-01'),
('9247169767351787','Billy Hampton','Pidil Pass','2118-01-20'),
('4489313206831031','Jorge Perry','Zacdar Road','2042-11-12'),
('6413434039591494','Lillie Wallace','Luwfa Junction','2079-07-09'),
('2722145213333950','Amelia Riley','Kezu Pass','2035-09-28'),
('7954875291343796','James Francis','Ekhab Extension','2057-11-04'),
('3893212436105929','Alta Harmon','Soluc Manor','2124-10-02'),
('9691574121554007','Philip Martinez','Cawjiw Road','2097-05-05'),
('6698696748643929','Vincent Goodwin','Duduk Junction','2089-09-06'),
('3814575501837287','Douglas Burgess','Doinu Junction','2048-03-23'),
('7198698238161784','Bill Jimenez','Niize Circle','2077-09-13'),
('6500163537878059','May Shelton','Jico Place','2119-01-11'),
('5294046761632975','Brandon Ramirez','Camvek Park','2035-09-21'),
('5027378048145459','Noah Roberts','Weve Highway','2111-06-26'),
('9176138599311234','Leo Bell','Luhep Park','2113-12-06'),
('4872994277936796','Bill Welch','Fezno Place','2061-02-14'),
('5939671358913072','Vincent Medina','Nuiz Point','2080-11-13'),
('4752625992833251','Hilda Hayes','Webow Pike','2087-11-06'),
('8712499578980667','Matilda Potter','Vibta Point','2028-06-03'),
('5329275600329538','Erik Hart','Luju Extension','2052-03-27'),
('7652354031258500','Nathaniel Roberson','Gihig Park','2070-02-12'),
('8849857857902575','Mamie Gordon','Fesiz River','2088-02-03'),
('6445129121199380','Chester Wallace','Vifta Path','2069-04-22'),
('9554868353302220','Betty Chandler','Hufmi Ridge','2063-07-23'),
('3261567081537963','Francis Graves','Kunri Boulevard','2084-08-08'),
('1029754900363005','Lucy Pena','Suij Trail','2106-01-04'),
('1817330452433802','Winnie Jimenez','Elohow Loop','2051-11-05'),
('6474118523627090','Ian Graves','Zaog Path','2100-04-14'),
('1093521296624843','Bessie Graham','Tumi Pike','2111-11-03'),
('6683760584680821','Tyler Rodriquez','Ecefic Glen','2094-06-04'),
('5882471651017090','Rachel Summers','Ulisop Junction','2094-09-12'),
('5486483304423896','Leila Simon','Uluze Manor','2031-02-07'),
('3336876019002275','Ann Norman','Degiz Circle','2025-10-11'),
('1916534681073324','Pearl Woods','Mohti Pike','2096-04-28'),
('8799022119790294','Earl Vega','Pomo Boulevard','2039-09-11'),
('2416035050068183','Richard Lynch','Lafe Road','2041-06-29'),
('3127825200696477','Cordelia Gibbs','Sibcan Pass','2115-03-18'),
('2020629498338671','Myrtie Francis','Zecog Manor','2049-07-30'),
('6566489414600510','Nicholas Morton','Nuse Extension','2063-07-14'),
('9632884697894816','Effie Medina','Jafi Street','2072-10-15'),
('2896103486940874','Beatrice Martin','Ediz Way','2083-11-02'),
('4150142755895312','Lena Parker','Losir Park','2050-12-30'),
('4400573481519743','Olive Lawrence','Ilwu Pike','2073-07-27'),
('1103581965137534','Erik Gardner','Diged Manor','2101-09-21'),
('3372812572797299','Wesley Knight','Jecma Square','2030-11-26'),
('1632032532817985','Kyle Roy','Esual Way','2099-11-28'),
('3613518420649608','Polly Freeman','Veku Avenue','2079-07-17'),
('0244009429886131','Harry Coleman','Pijlup Square','2054-10-22'),
('7211469769345001','Alfred Guzman','Owho Plaza','2117-07-01'),
('5530411810845902','Genevieve Cook','Cohat Junction','2119-07-11'),
('3241115465689197','Winnie Tran','Rimdev Pass','2055-07-16'),
('3682540811130080','Etta Allison','Hukem Turnpike','2093-08-27'),
('8011555441868464','Lilly Cross','Seuri Path','2026-10-02'),
('8874388388383826','Alejandro Jennings','Wuah Court','2051-09-02'),
('7173738645224691','Nathan Harrington','Tiud Point','2028-04-13'),
('7435758360081297','Christopher Moody','Toccu Point','2093-03-20'),
('2905931279529390','Louis Ferguson','Giveru Manor','2111-09-13'),
('3167290136631908','Aaron Stone','Fucu Point','2064-01-19'),
('9612917912117002','Ellen Hawkins','Awager Glen','2122-10-20'),
('3336219630757567','Alfred Cross','Efeeko Extension','2031-01-26'),
('3055016624542685','Eliza Page','Wire Lane','2036-09-28'),
('3342610901215978','Rodney Harvey','Izaele Grove','2025-10-12'),
('5029334544827221','Eunice Jacobs','Wavkin Place','2067-05-29'),
('2956118154406967','Seth Gilbert','Tusus Lane','2069-11-15'),
('5077590317868200','Seth Carson','Redga Manor','2046-05-08'),
('1261874208133415','Alberta Hawkins','Nacso Pike','2114-02-23'),
('5633353577459383','Gertrude Sutton','Aloni Extension','2118-07-19'),
('1245458545275179','Adam Collier','Rage Circle','2044-08-03'),
('4550263790962098','Martha Stephens','Ihoza Boulevard','2048-07-17'),
('4358523035471830','Emily Briggs','Kufvar River','2055-04-18'),
('2276110501004926','Danny Munoz','Ponhe Path','2115-07-28'),
('5746794283845941','Vernon Stevenson','Hege Extension','2032-03-04'),
